Teacher Name;University Currently Teaching;Department;Province University Located;Designation;Terminal Degree;Graduated from;Country;Year;Area of Specialization/Research Interests;Other Information
Muhammad;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSIT;National University of Sciences and Technology;Pakistan;2016;Wireless Sensor Networks (WSN), Wireless Body Area Networks (WBAN), Internet of Things (IoT), Energy Harvesting (EH);
Muhammad Ayzed Mirza;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSCS;National Textile University;Pakistan;;Wireless Networks, Cognitive Radio Networks.;
Muhammad Raheel Zafar;National Textile University,Faisalabad;Computer Science;Punjab;Lecturer;MSCS;University of Agriculture, Faisalabad;Pakistan;;;
Ammar Rafiq;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Head of Department;MS;National University of Sciences and Technology;Pakistan;;Network Techonologies, Information Technology;PhD in progress
Muhammad Asim Mubarik;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Assistant Professor;MS;National University of Sciences and Technology;Pakistan;;Programming, Networks;PhD in progress
Usman Ahmed;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lecturer;MSc;;Ireland;;Software Engineering, Database Systems, Information Systems;
Rasool Bukhsh;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lecturer;MS;COMSATS Institute of Information Technology,Islamabad;Pakistan;;;
Awais Bilal;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lecturer;MS;National University of Sciences and Technology;Pakistan;;;
Anum Ejaz;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lecturer;MS;National Textile University;Pakistan;;Software Engineering;
Aden Iqbal;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lecturer;MS;National Textile University;Pakistan;;;
Amna Yasin;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lecturer;MS;COMSATS Institute of Information Technology,Islamabad;Pakistan;;;
Fiaz Waheed;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lab Engineer;BS;University of Engineering and Technology;Pakistan;;;MS in progress
Najam Farooq;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lab Engineer;BSc;Government College University,Faisalabad;Pakistan;;;
Tanveer Younis;NFC Institute of Engineering and Fertilizer Research;Computer Science;Punjab;Lab Engineer;BS;University of Engineering and Technology;Pakistan;;;MS in progress
Muhammad Sheraz Arshad;Riphah University,Faisalabad;Computer Science;Punjab;Assistant Professor/Principal;PhD;Universiti Teknologi PETRONAS;Malaysia;;;
Mudassar Ahmed;Riphah University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;Universiti Teknologi PETRONAS;Malaysia;;;
Ijaz Ali Shoukat;Riphah University,Faisalabad;Computer Science;Punjab;Assistant Professor;PhD;Universiti Teknologi PETRONAS;Malaysia;;;
Uzair Saeed;Riphah University,Faisalabad;Computer Science;Punjab;Assistant Professor;MS;Nottingham Trent University;UK;;;
Zohaib Latif;Riphah University,Faisalabad;Computer Science;Punjab;Assistant Professor;MS;University of Glasgow;UK;;;
Muhammad Waleed;Riphah University,Faisalabad;Computer Science;Punjab;Assistant Professor;MS;University of Agriculture, Faisalabad;Pakistan;;;
Shahid Mehmood;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;MSc;Coventry University;UK;;;
Usman Ahmed;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;MS;University of Engineering and Technology;Pakistan;;;
Syed Mudassir Alam;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;;;;;;MS in progress
Tahir Farooq;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;BS;National Textile University;Pakistan;;;MS in progress
Abid Jamil;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;;;;;;MS in progress
Mohsan Rehman;Riphah University,Faisalabad;Computer Science;Punjab;Teaching Fellow;BS;Riphah International University,Faisalabad;Pakistan;;;
Shehla Ali;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;MS;University of Agriculture, Faisalabad;Pakistan;;;
Aysha Ayub;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;MS;Lahore College for Women University;Pakistan;;;
Tallataf Rasheed;Riphah University,Faisalabad;Computer Science;Punjab;Lecturer;MS;National University of Sciences and Technology;Pakistan;;;
Fakhar-ul-Islam;Gift University;Computer Science;Punjab;Professor/Dean;MSc;George Washington University;USA;;;
Fahad Javed;Gift University;Computer Science;Punjab;Assistant Professor;PhD;Lahore University of Management Sciences;Pakistan;;;
Zeyad Amin;Gift University;Computer Science;Punjab;Assistant Professor/HoD ;MS;FAST– National University of Computer and Emerging Sciences,Lahore;Pakistan;;;
Muhammad Shakeel;Gift University;Computer Science;Punjab;Assistant Professor;MSc;Australian National University, Caneberra;Australia;;;
Muhammad Ziad Nayyar;Gift University;Computer Science;Punjab;Assistant Professor;MS;Government College University;Pakistan;;;PhD in progress
Numan Sheikh;Gift University;Computer Science;Punjab;Assistant Professor;MS;Lahore University of Management Sciences;Pakistan;;;PhD in progress
Zulfiqar Ahmad;Gift University;Computer Science;Punjab;Assistant Professor;M.Phil;National College of Business Administration and Economics;Pakistan;;;PhD in progress
Muhammad Junaid Malik;Gift University;Computer Science;Punjab;Assistant Professor;MS;COMSATS Institute of Information Technology,Wah Cantt;Pakistan;;;PhD in progress
Faiza Ayub Syed;Gift University;Computer Science;Punjab;Lecturer;MS;University of Engineering and Technology,Taxila;Pakistan;;;
Usman Ahmad Awan;Islamia College Gujranwala;Computer Science;Punjab;Assistant Professor/HoD ;MCS;;;;;
Imran Shafique;Islamia College Gujranwala;Computer Science;Punjab;Lecturer;MSc;;;;;
Shahid Manzoor;Punjab University,Gujranwala Campus;Computer Science;Punjab;Assistant Professor;PhD;Swedish University of Agricultural Sciences, Uppsala;Sweden;2014;NGS Data (Assembly, Annotation, Metabolic Pathways Analysis), Computational Biology.;On study leave
Muhammad Younas;Punjab University,Gujranwala Campus;Computer Science;Punjab;Assistant Professor/Incharge Department;MCS;University of the Punjab;Pakistan;2004;Software engineering, Project Management, Programming, Management Information System, Geographic Information Systems, Information System Control and audit, DBMS;MS in progress
 Naveed Ahmad Khan Jhamat;Punjab University,Gujranwala Campus;Computer Science;Punjab;Assistant Professor;MSc;University of the Punjab;Pakistan;;;On study leave
Ghulam Mustafa;Punjab University,Gujranwala Campus;Computer Science;Punjab;Assistant Professor;PhD;Beijing Institute of Technology;China;;;
Salman Naseer;Punjab University,Gujranwala Campus;Computer Science;Punjab;Assistant Professor;MS;Lahore Leads University;Pakistan;2015;;On study leave
Faiza Ejaz;Punjab University,Gujranwala Campus;Computer Science;Punjab;Lecturer;MSc;University of the Punjab;Pakistan;2013;;PhD in progress
Zeeshan Arshad;Punjab University,Gujranwala Campus;Computer Science;Punjab;Lecturer;MS;COMSATS Institute of Information Technology,Lahore;Pakistan;2014;;
Kashif Riaz;Punjab University,Gujranwala Campus;Computer Science;Punjab;Lecturer;MS;COMSATS Institute of Information Technology,Islamabad;Pakistan;2013;;
Shahid Islam;University of Engineering and Technology,Rachna;Computer Science;Punjab;Assistant Professor/HoD ;MS;;;;;PhD in progress
Abdul Jaleel;University of Engineering and Technology,Rachna;Computer Science;Punjab;Assistant Professor;MS;;;;;PhD in progress
Noman Sohaib Qureshi;University of Engineering and Technology,Rachna;Computer Science;Punjab;Assistant Professor;MS;;;;;PhD in progress
Tayybah Kiren;University of Engineering and Technology,Rachna;Computer Science;Punjab;Assistant Professor;MS;;;;;PhD in progress
Natasha Nigar;University of Engineering and Technology,Rachna;Computer Science;Punjab;Assistant Professor;MS;;;;;PhD in progress
Amna Wajid;University of Engineering and Technology,Rachna;Computer Science;Punjab;Lecturer;MS;;;;;
Zaheer Abbas;University of Engineering and Technology,Rachna;Computer Science;Punjab;Lecturer;MS;;;;;
Shehzad Aslam;University of Engineering and Technology,Rachna;Computer Science;Punjab;Lecturer;MS;;;;;
Asma Fardoos;University of Engineering and Technology,Rachna;Computer Science;Punjab;Lecturer;MS;;;;;
Nadia Yousf;University of Engineering and Technology,Rachna;Computer Science;Punjab;Lecturer;MS;;;;;
Adeel Ahmed;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Arslan Tariq;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Iqra Tariq;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Syed Hammad Hussain Shah;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Adeel Aslam;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Sohail Ahmed;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Rana Abdul Rehman;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Saad Bin Ilyas;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Mubeen Zafar;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Mubashir Ali;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Hafiz Usman Zia;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Najma Iqbal;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Qamar Ud Din;University of Lahore,Chenab Campus;Computer Science;Punjab;Jr.Lecturer;;;;;;
Adnan Baig;University of Lahore,Chenab Campus;Computer Science;Punjab;Jr.Lecturer;;;;;;
Nazish Yaqoob;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Mubashara Sheikh;University of Lahore,Chenab Campus;Computer Science;Punjab;Jr.Lecturer;;;;;;
Abdull Basit Siddiqui;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Muhammad Imran;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;Adjunct
Rizwan Ghani;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Maria Latif;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Aziz Ur Rehman;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Jawwad Ibrahim;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Nadeem Qaiser Mehmood;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Aneela Abbas;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Aadil Butt;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Hafiza Maimoona Shahid;University of Lahore,Chenab Campus;Computer Science;Punjab;Lecturer;;;;;;
Sohail Masood Bhatti;University of Lahore,Chenab Campus;Computer Science;Punjab;Associate Professor/HoD;;;;;;
Javed Anjum Sheikh;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Babur Hayat;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Mehmood ul Hassan;University of Lahore,Chenab Campus;Computer Science;Punjab;Assistant Professor;;;;;;
Muhammad Shahzad Sarfraz;University of Gujrat;Computer Science;Punjab;Associate Professor/HoD;PhD;Asian Institute of Technology;Thailand;;using Geospatial technologies to strengthen and integrate health systems;
Abdur Rehman;University of Gujrat;Computer Science;Punjab;Assistant Professor;PhD;University of Engineering and Technology;Pakistan;;His core expertise are in the field of machine learning and his focused area of research is “Text Classification”. ;
Umar Shoaib;University of Gujrat;Computer Science;Punjab;Assistant Professor;;;;;Machine Learning , Natural Langage Processing , Robotics,Accessibility;
Mubbashar Hussain;University of Gujrat;Computer Science;Punjab;Assistant Professor;MS;University of the Punjab;Pakistan;;;
Muhammad Ikram-ul-Haq;University of Gujrat;Computer Science;Punjab;Assistant Professor;;;;;;
Muhammad Usman Ali;University of Gujrat;Computer Science;Punjab;Assistant Professor;;;;;;
Najeeb-Ur-Rehman;University of Gujrat;Computer Science;Punjab;Assistant Professor;MS;FAST– National University of Computer and Emerging Sciences,Lahore;Pakistan;;Trusted Computing along with Agent Oriented Technologies, and Machine Learning along with Data Mining;
Nauman Riaz;University of Gujrat;Computer Science;Punjab;Assistant Professor;;;;;;
Naveed Anwar Butt;University of Gujrat;Computer Science;Punjab;Assistant Professor;;;;;;
Saliha Zahoor;University of Gujrat;Computer Science;Punjab;Assistant Professor;MS;University of Gujrat;Pakistan;;;
Waqas Haider Khan Bangyal;University of Gujrat;Computer Science;Punjab;Assistant Professor;;IQRA University,Islamabad;Pakistan;;Computational Intelligence and Artificial Neural Network;PhD in progress
Zafar Mehmood;University of Gujrat;Computer Science;Punjab;Assistant Professor;MS;University of Gujrat;Pakistan;;;
Ahsan Akhtar;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;;
Adeel Ahmed;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;Software Engineering, Human Computer Interaction;
Anbreen Kausar;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;Computer Software Engineering;
Ayesha Altaf;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;;On study leave
Ehtisham Rashid;University of Gujrat;Computer Science;Punjab;Lecturer;MS;Lahore University of Management Sciences;Pakistan;;;
Fakhra Nazir;University of Gujrat;Computer Science;Punjab;Lecturer;MS;National University of Sciences and Technology;Pakistan;;;
Hafiza Basserat Fatima;University of Gujrat;Computer Science;Punjab;Lecturer;MS;University of the Punjab;Pakistan;;Human Acceptance of Autonomous Social Media Agent;
Muhammad Abo Bakar Aslam;University of Gujrat;Computer Science;Punjab;Lecturer;MS;University of Engineering and Technology,Taxila;Pakistan;;Computer Engineering;
Muhammad Arif;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Bilal Ahmad Janjooa;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;Telecommunication Engineering;
Muhammad Jabbar;University of Gujrat;Computer Science;Punjab;Lecturer;;;;;Software Engineering;
